gauge_id,aridity_ERA5_LAND,aridity_FAO_PM,frac_snow,high_prec_dur,high_prec_freq,low_prec_dur,low_prec_freq,moisture_index_ERA5_LAND,moisture_index_FAO_PM,p_mean,pet_mean_ERA5_LAND,pet_mean_FAO_PM,seasonality_ERA5_LAND,seasonality_FAO_PM,region
hysets_01414500,3.4906728,0.51926994,0.30331722,1.0958467,0.04695414,2.8340054,0.5772758,-0.65811837,0.50407493,3.5650773,12.444519,1.8512375,0.43634152,0.9267564,hysets
hysets_01415000,3.7420115,0.54147494,0.3063362,1.092869,0.04510609,2.7689757,0.5718001,-0.6812996,0.48037028,3.35472,12.553401,1.816497,0.41244093,0.97422606,hysets
hysets_01415500,3.766099,0.5481265,0.30583876,1.0963455,0.04517454,2.7715516,0.57214236,-0.68452114,0.4737693,3.3157113,12.487296,1.8174292,0.4028409,0.9899126,hysets
hysets_01416500,3.6981037,0.5497449,0.30594626,1.0984975,0.045037646,2.7824352,0.5724846,-0.6783148,0.47230598,3.325378,12.297592,1.8281095,0.41058937,0.99561375,hysets
hysets_01418000,3.4241264,0.50937504,0.3032143,1.0972222,0.048665296,2.8925312,0.58583164,-0.65183586,0.5126687,3.6766222,12.589219,1.8727796,0.4412844,0.9083841,hysets
hysets_01418500,3.5224493,0.51858145,0.3044431,1.0959753,0.04845996,2.873358,0.5839151,-0.66043216,0.50264335,3.596443,12.668287,1.8650486,0.43687367,0.93671215,hysets
hysets_01419000,3.5451858,0.5181298,0.30462334,1.096096,0.049965777,2.9261267,0.5910335,-0.66702193,0.5022921,3.6577413,12.967372,1.8951848,0.4139957,0.93520653,hysets
hysets_01419500,3.6137083,0.5248181,0.3052077,1.0911809,0.049965777,2.9288378,0.5915811,-0.6730377,0.49526513,3.6080582,13.038469,1.8935742,0.4092143,0.953283,hysets
hysets_01420000,3.848064,0.54381186,0.3068817,1.0959302,0.051608488,3.0431035,0.60403836,-0.6961075,0.47481912,3.5126858,13.517039,1.9102403,0.3739977,0.999946,hysets
hysets_01420500,3.6770334,0.53174514,0.30530456,1.0907692,0.048528407,2.9137056,0.5893224,-0.67775303,0.4886862,3.5349,12.997946,1.879666,0.40722615,0.96842694,hysets
hysets_01420980,3.6625292,0.5359232,0.30353713,1.095008,0.046543464,2.8351796,0.57809716,-0.6766287,0.4873274,3.4609377,12.675786,1.8547968,0.40562853,0.9619189,hysets
hysets_01421610,4.047562,0.56574464,0.30377403,1.1107544,0.04736482,2.7894216,0.57754964,-0.71006787,0.46131787,3.2186325,13.027615,1.820924,0.35900036,0.9881063,hysets
hysets_01421618,3.9842093,0.56093705,0.3031813,1.1017771,0.046680357,2.7869177,0.5774127,-0.7050016,0.46664318,3.244429,12.926485,1.8199207,0.3659807,0.97799397,hysets
hysets_01421900,4.008516,0.55901843,0.30521163,1.1004943,0.04572211,2.7531395,0.5702259,-0.7062064,0.46555516,3.2278857,12.939031,1.8044477,0.36912456,0.9881419,hysets
hysets_01422000,4.0039096,0.5585308,0.3050938,1.1004943,0.04572211,2.7556217,0.57036275,-0.7058408,0.46604884,3.230379,12.934147,1.8042662,0.36962202,0.9877421,hysets
hysets_01422500,3.8702476,0.5473114,0.30595922,1.1021417,0.045790553,2.7690775,0.5712526,-0.6935017,0.4758257,3.288744,12.728253,1.7999672,0.39328027,0.9756267,hysets
hysets_01422700,3.9572785,0.5537086,0.3047974,1.102649,0.045585215,2.7618418,0.570705,-0.7020157,0.47032276,3.2523847,12.870592,1.8008734,0.37526143,0.983313,hysets
hysets_01422738,3.943069,0.54896235,0.30152676,1.1016667,0.045242984,2.7448642,0.5670089,-0.7025396,0.47582224,3.2620835,12.86262,1.7907611,0.36606508,0.9742391,hysets
hysets_01423000,3.9352345,0.55148256,0.30322856,1.1039604,0.045790553,2.7551222,0.5706366,-0.7010556,0.4731209,3.268673,12.862994,1.802616,0.37206316,0.9777925,hysets
hysets_01434017,3.3731842,0.5007618,0.30070218,1.1149774,0.0504449,2.979188,0.5976728,-0.65591675,0.5219962,3.826158,12.906336,1.9159938,0.40248665,0.87638277,hysets
hysets_01434025,3.3154066,0.49668327,0.30057195,1.1035007,0.049623545,2.928233,0.5920602,-0.64516526,0.52672726,3.8221245,12.671897,1.8983854,0.4298961,0.86963695,hysets
hysets_01434105,3.3154066,0.49668327,0.30057195,1.1035007,0.049623545,2.928233,0.5920602,-0.64516526,0.52672726,3.8221245,12.671897,1.8983854,0.4298961,0.86963695,hysets
hysets_01434176,3.3194695,0.4968535,0.30025542,1.1059002,0.050034225,2.939898,0.5926078,-0.64664537,0.52667606,3.8268144,12.702993,1.9013662,0.4248807,0.8677855,hysets
hysets_01434498,3.347091,0.49939102,0.30111292,1.1059002,0.050034225,2.9341702,0.5918549,-0.64864767,0.5235956,3.8006344,12.721069,1.8980027,0.42630187,0.8773918,hysets
hysets_01435000,3.3808095,0.5015951,0.3013774,1.1111112,0.05065024,2.958461,0.59472966,-0.65424055,0.5209336,3.8007755,12.849698,1.9064504,0.41337568,0.88266927,hysets
hysets_01498500,4.240807,0.5792316,0.30457175,1.1186992,0.047091033,2.7591312,0.573922,-0.7248419,0.44649568,3.1609426,13.404948,1.8309178,0.33544564,1.0147792,hysets
hysets_01AD002,3.8060732,0.49004433,0.3670739,1.0892255,0.044284735,2.67743,0.55619437,-0.6039894,0.545179,3.2007706,12.182367,1.5685195,0.83879745,0.94209725,hysets
hysets_01AD003,3.8025362,0.5017864,0.3642142,1.1099831,0.044900753,2.7849784,0.5735797,-0.5958196,0.5362984,3.101783,11.794642,1.5564326,0.8631493,0.95578027,hysets
hysets_01AE001,3.7633626,0.49290004,0.37441838,1.1052631,0.047433265,2.8360927,0.5862423,-0.5983131,0.53719586,3.17385,11.944349,1.5643908,0.850464,0.9732934,hysets
hysets_01AF007,3.7195108,0.45892859,0.37698507,1.1054313,0.04736482,2.8233724,0.57878166,-0.5918653,0.56842965,3.3170047,12.337635,1.5222683,0.8515175,0.8718113,hysets
hysets_01AF009,3.8854063,0.48036152,0.3749042,1.0993377,0.04544832,2.8235686,0.5805613,-0.5960469,0.5483586,3.1067207,12.070872,1.492349,0.8859707,0.93794256,hysets
hysets_01AH005,3.7140384,0.4714116,0.38940328,1.0898305,0.044010952,2.7341309,0.56310743,-0.5781036,0.5521632,3.1613312,11.741306,1.4902881,0.9334336,0.9113529,hysets
hysets_01AJ003,3.4891784,0.50403124,0.30694485,1.0962099,0.051471595,2.985473,0.6048597,-0.58477235,0.5087182,3.2295578,11.268504,1.6277981,0.8079006,1.0170715,hysets
hysets_01AJ010,3.8060782,0.47693947,0.31274256,1.0833334,0.048939083,2.8951235,0.59329224,-0.62416905,0.53060126,3.3374202,12.702482,1.5917474,0.73321056,0.9455369,hysets
hysets_01AJ011,3.4219158,0.46831027,0.30844715,1.0938462,0.048665296,2.8947544,0.5930185,-0.5685991,0.54220754,3.2978582,11.284993,1.544421,0.8728337,0.93299884,hysets
hysets_01AK001,4.1165977,0.52563655,0.32179496,1.0924609,0.052566737,3.0421586,0.6173853,-0.6667279,0.47783768,3.1895504,13.1300955,1.6765442,0.60230094,1.0611494,hysets
hysets_01AK006,3.988527,0.4831501,0.32385176,1.0742779,0.053456537,2.9686143,0.6085558,-0.65460455,0.5172714,3.4076912,13.591669,1.6464264,0.63217807,0.9659513,hysets
hysets_01AK007,4.0823207,0.5000914,0.3157642,1.0857558,0.051129363,2.9507868,0.60328543,-0.6591701,0.5058584,3.2621567,13.31717,1.6313765,0.63125515,1.0068452,hysets
hysets_01AL002,3.805955,0.46622375,0.3211728,1.0933908,0.052087612,2.8752482,0.59472966,-0.6271196,0.53617185,3.4680145,13.199106,1.6168706,0.72604585,0.93097013,hysets
hysets_01AL004,3.7140205,0.46047303,0.3171496,1.0863836,0.050787132,2.8621604,0.59123886,-0.6131328,0.5442638,3.4816504,12.93092,1.603206,0.7686253,0.91956985,hysets
hysets_01AL008,3.674452,0.45940143,0.3168092,1.0795287,0.050171115,2.8466136,0.58685833,-0.60521245,0.54627395,3.4585285,12.708198,1.5888529,0.7957194,0.92372006,hysets
hysets_01AM001,4.1546717,0.52937067,0.33230886,1.0865922,0.0532512,3.0086753,0.61718,-0.67805415,0.46637717,3.2322574,13.428968,1.7110623,0.56432146,1.0589445,hysets
hysets_01AN002,4.3938165,0.5280164,0.33905202,1.0890805,0.05188227,2.9762383,0.6086927,-0.68264943,0.46780843,3.1722758,13.938397,1.6750137,0.5976948,1.0959717,hysets
hysets_01AP002,4.5939536,0.54734516,0.34768546,1.0932568,0.052156057,2.9859579,0.6112936,-0.6988991,0.4435832,3.0777795,14.139177,1.6846077,0.5676446,1.1480623,hysets
hysets_01AP004,3.9480932,0.4979379,0.34498394,1.0876436,0.051813826,2.9063745,0.5991787,-0.65750295,0.48531306,3.297497,13.018826,1.6419487,0.63626266,1.0542284,hysets
hysets_01AP006,4.0794835,0.50908446,0.33722958,1.0932204,0.052977413,2.9730628,0.6119096,-0.67843246,0.4823733,3.3159378,13.527313,1.6880924,0.5507341,1.0177554,hysets
hysets_01AQ001,3.927295,0.48649645,0.3388046,1.0901526,0.05379877,2.9342194,0.60451746,-0.70407873,0.4940805,3.6329603,14.267706,1.7674223,0.399799,1.007439,hysets
hysets_01AQ008,4.013604,0.5131599,0.33582014,1.0886075,0.052977413,3.015735,0.616564,-0.6604597,0.47618276,3.3390772,13.401735,1.7134805,0.61659604,1.0596782,hysets
hysets_01BC001,3.6309903,0.45843023,0.37377515,1.0959595,0.04455852,2.7536764,0.56392884,-0.5657898,0.5722339,3.2297373,11.727144,1.4806092,0.95067114,0.8848125,hysets
hysets_01BD004,3.210469,0.48976701,0.36358503,1.0797228,0.042642027,2.6627712,0.545859,-0.5393589,0.54903936,3.193028,10.251118,1.5638398,0.9208741,0.9560765,hysets
hysets_01BD008,2.8671231,0.48319283,0.36314735,1.0736301,0.04291581,2.6573145,0.5445585,-0.4841772,0.55557317,3.2036912,9.185377,1.5480007,1.0120282,0.94823104,hysets
hysets_01BE001,3.927879,0.48507422,0.38706455,1.0829269,0.045585215,2.8291779,0.57474333,-0.6086062,0.54102725,3.0972757,12.165725,1.5024086,0.83710015,0.95892215,hysets
hysets_01BF001,3.1992877,0.42319134,0.4561894,1.0918196,0.04476386,2.7331536,0.55523616,-0.49660397,0.5992312,3.381831,10.819449,1.4311615,1.1050636,0.9129326,hysets
hysets_01BF004,3.1992877,0.42319134,0.4561894,1.0918196,0.04476386,2.7331536,0.55523616,-0.49660397,0.5992312,3.381831,10.819449,1.4311615,1.1050636,0.9129326,hysets
hysets_01BG005,2.7784793,0.4039557,0.44644797,1.0954274,0.037713893,2.4752674,0.50691307,-0.39294422,0.6232693,3.3724277,9.370221,1.3623115,1.3325012,0.90404606,hysets
hysets_01BG008,3.2872236,0.43803093,0.4676394,1.0918545,0.04312115,2.7358682,0.5565366,-0.4857161,0.57928985,3.1512156,10.35875,1.38033,1.1852113,1.006249,hysets
hysets_01BG009,3.548001,0.46311817,0.48166373,1.0935484,0.04640657,2.8569486,0.57549626,-0.52115244,0.54834,3.0647576,10.873763,1.419345,1.11449,1.0636532,hysets
hysets_01BH007,3.5896728,0.4743829,0.5022471,1.1004636,0.048733745,2.958689,0.5931554,-0.5709921,0.52439934,3.1370342,11.260927,1.4881554,0.91342163,1.0791548,hysets
hysets_01BH008,3.5315008,0.46934006,0.49245858,1.1038961,0.046543464,2.8345106,0.5767967,-0.52316034,0.5382463,3.048768,10.7667265,1.4309089,1.1074202,1.0610362,hysets
hysets_01BH012,3.531585,0.4694357,0.49254912,1.1040651,0.046475016,2.8354642,0.5767967,-0.5236623,0.5380785,3.0490918,10.7681265,1.4313525,1.1049178,1.0613692,hysets
hysets_01BJ001,3.258358,0.46357286,0.38415617,1.1010886,0.04845996,2.9619212,0.5909651,-0.55153537,0.56444526,3.280258,10.688255,1.5206386,0.86820763,0.91151714,hysets
hysets_01BJ003,3.1830409,0.485796,0.38732657,1.0941916,0.04770705,2.9821796,0.59561944,-0.54168123,0.5404046,3.168412,10.085185,1.539202,0.881828,0.9756126,hysets
hysets_01BJ007,3.737018,0.46890953,0.37797514,1.090136,0.04387406,2.7489946,0.5614647,-0.58183104,0.56076217,3.1675906,11.837343,1.4853135,0.9087673,0.9165574,hysets
hysets_01BJ010,3.9993181,0.47059014,0.3903557,1.1064814,0.049075976,3.0079255,0.5974675,-0.6442483,0.55284005,3.271553,13.0839815,1.5395606,0.66496795,0.93489665,hysets
hysets_01BJ012,3.7601054,0.48650968,0.39405358,1.0870229,0.048733745,2.972071,0.59726214,-0.59579384,0.53161854,3.0376413,11.421851,1.4778419,0.8442109,1.0130458,hysets
hysets_01BL001,4.436898,0.5191364,0.3191965,1.0997068,0.0513347,3.080452,0.61587954,-0.68360996,0.48985678,3.075288,13.644741,1.5964942,0.5893722,1.0552088,hysets
hysets_01BL002,4.9665475,0.53005344,0.31501663,1.0906433,0.05106092,3.050323,0.6140315,-0.7450806,0.47775882,3.1570294,15.679536,1.6733942,0.38860637,1.0556707,hysets
hysets_01BL003,4.0376253,0.5240691,0.32266137,1.091954,0.052019164,3.0698705,0.61649555,-0.65657455,0.48200566,3.0928283,12.487681,1.6208556,0.6386337,1.0547508,hysets
hysets_01BO001,3.9852238,0.48627526,0.32312134,1.0846953,0.049965777,2.8721125,0.5872005,-0.6338414,0.51862407,3.3102417,13.192054,1.6096885,0.7355545,0.9667421,hysets
hysets_01BO003,4.584073,0.5333833,0.33717787,1.0970043,0.05263518,3.0364003,0.61663246,-0.68704563,0.46507835,3.084336,14.138822,1.6451335,0.61305356,1.1203123,hysets
hysets_01BO004,4.5131726,0.5336675,0.3308326,1.0907781,0.051813826,3.0821965,0.6185489,-0.67455745,0.4668066,3.0668952,13.841428,1.6367023,0.65774745,1.1110396,hysets
hysets_01BP001,3.7090712,0.46802026,0.40573183,1.0839814,0.04770705,2.8423347,0.57994527,-0.5825262,0.5445088,3.3389773,12.384504,1.5627091,0.8887437,0.93666136,hysets
hysets_01BP002,4.0954843,0.4829647,0.32443926,1.0935673,0.05119781,3.0044084,0.6064339,-0.64853305,0.51846063,3.3274689,13.627597,1.60705,0.66999465,1.0092084,hysets
hysets_01BQ001,3.9274223,0.49508652,0.4107589,1.1013616,0.049828883,2.9907882,0.6,-0.62145007,0.5132374,3.1958282,12.551367,1.5822115,0.75656855,1.0144719,hysets
hysets_01BS001,4.6417494,0.5429241,0.3455454,1.0982659,0.052019164,2.9776144,0.60999316,-0.7060435,0.4509215,3.1034572,14.405471,1.6849418,0.5406313,1.1324202,hysets
hysets_01BU002,4.3463287,0.52451825,0.3485032,1.089616,0.052429844,2.9492488,0.6045859,-0.68677104,0.46166295,3.1405044,13.649665,1.6472518,0.58089167,1.1109594,hysets
hysets_01BU009,4.2803235,0.51944697,0.34890768,1.0901288,0.052156057,2.946018,0.6051335,-0.68515897,0.46487126,3.1851964,13.633671,1.6545408,0.5768209,1.1015896,hysets
hysets_01BV004,3.6778085,0.4841773,0.34493652,1.077957,0.054893907,2.9403777,0.60759753,-0.70314735,0.48991182,3.5589828,13.089257,1.7231786,0.32368383,1.006229,hysets
hysets_01BV006,3.614783,0.45968038,0.34345317,1.0905173,0.05195072,2.8185112,0.58569473,-0.652435,0.51927835,3.5998023,13.012504,1.6547583,0.5882239,1.0114954,hysets
hysets_01CA003,1.6215963,0.5495486,0.34054205,1.0825036,0.052087612,2.9334676,0.5975359,-0.22535397,0.43223548,3.280623,5.319846,1.8028617,1.1114576,1.1820307,hysets
hysets_01CC005,1.3760736,0.5718676,0.3427169,1.0900763,0.048870638,2.8448954,0.59507185,-0.08693018,0.41614896,3.1089187,4.2781005,1.7778898,1.3143524,1.2292442,hysets
hysets_01CD005,5.727508,0.55005765,0.34109956,1.0708783,0.047570158,2.6614482,0.55852157,-0.8055134,0.4286965,3.442794,19.71863,1.8937352,0.22653344,1.18898,hysets
hysets_01DD002,4.3708663,0.53673923,0.35382336,1.0949008,0.05290897,2.915786,0.6043121,-0.725408,0.43533835,3.1639287,13.829109,1.6982046,0.423138,1.2141829,hysets
hysets_01DD005,4.2536516,0.50842106,0.3452592,1.105339,0.052429844,2.903827,0.59726214,-0.72730917,0.46712446,3.4263408,14.574461,1.742024,0.3686417,1.1684685,hysets
hysets_01DG003,3.581405,0.49628842,0.35196683,1.0842541,0.05373032,2.9289474,0.6094456,-0.6396177,0.47300667,3.5187762,12.602162,1.7463279,0.61186737,1.1291299,hysets
hysets_01DG006,3.5088718,0.4932922,0.3526047,1.0853995,0.053935662,2.9235837,0.6075291,-0.6392282,0.47502992,3.5508454,12.459461,1.7516044,0.59039074,1.1151911,hysets
hysets_01DJ005,4.0825686,0.51804566,0.34911832,1.0914634,0.049007528,2.8006494,0.5904175,-0.6860865,0.4552948,3.238777,13.222528,1.6778344,0.53095967,1.1955545,hysets
hysets_01DL001,4.316801,0.5009151,0.3449903,1.1078432,0.054141,2.880319,0.5930185,-0.73642105,0.4706076,3.4828808,15.034904,1.7446276,0.3272136,1.150127,hysets
hysets_01DN004,4.2548614,0.5278785,0.34611952,1.0904977,0.049486652,2.779974,0.5872005,-0.69454676,0.45149693,3.2768397,13.9425,1.7297734,0.516931,1.2005488,hysets
hysets_01DO001,3.7053008,0.5369026,0.34898368,1.0771654,0.046817247,2.7186897,0.5794661,-0.6478975,0.44096687,3.2811,12.157462,1.7616311,0.5774954,1.1785213,hysets
hysets_01DP004,3.9837694,0.49458885,0.35415715,1.0771605,0.047775496,2.6763024,0.5766598,-0.6628158,0.4762092,3.377876,13.456679,1.6706598,0.58469474,1.1257992,hysets
hysets_01DR001,2.4605017,0.47192255,0.3602772,1.0715373,0.048186176,2.6479495,0.574538,-0.45946,0.4914466,3.4497926,8.48822,1.628035,0.95732206,1.0953134,hysets
hysets_01EC001,3.7744439,0.5290969,0.36334026,1.0853146,0.053114306,2.915786,0.6043121,-0.6655903,0.4339507,3.5249727,13.3048115,1.865052,0.52843523,1.1312518,hysets
hysets_01ED005,3.83525,0.54697835,0.3606843,1.0839363,0.051266257,2.8577049,0.5965777,-0.66707325,0.42063713,3.3552287,12.86814,1.8352375,0.54199266,1.1798074,hysets
hysets_01ED007,3.9822364,0.54653615,0.35984325,1.0745157,0.04934976,2.8280587,0.59329224,-0.68044835,0.42193007,3.3346946,13.279543,1.8225311,0.52234095,1.1814604,hysets
hysets_01ED013,3.6793156,0.5415894,0.36246493,1.0828651,0.052772075,2.9293063,0.6041068,-0.65936744,0.42341247,3.4253922,12.603099,1.8551561,0.5293535,1.1623808,hysets
hysets_01EE005,3.9115252,0.53716516,0.3606229,1.091808,0.05290897,2.9267569,0.60718685,-0.65492487,0.42833647,3.362,13.150548,1.8059493,0.61440897,1.185584,hysets
hysets_01EF001,3.829399,0.5134712,0.35463318,1.0961262,0.05229295,2.8184175,0.594935,-0.6567401,0.45577392,3.447013,13.199988,1.7699418,0.5937913,1.1523912,hysets
hysets_01EG002,3.8204372,0.4933299,0.35147703,1.0995733,0.05290897,2.8457534,0.59856266,-0.6696723,0.47657555,3.5715299,13.644805,1.7619425,0.5310071,1.1109747,hysets
hysets_01EJ001,3.43465,0.49297243,0.35356885,1.0905292,0.05359343,2.9505115,0.61211497,-0.6305726,0.47389585,3.5560076,12.213641,1.7530137,0.6109352,1.1190761,hysets
hysets_01EJ004,3.4583983,0.48670003,0.3537095,1.0896552,0.05407255,2.9583883,0.61314166,-0.6347976,0.4798662,3.5841486,12.395413,1.7444052,0.5995785,1.10404,hysets
hysets_01EN002,3.481585,0.46131694,0.3630389,1.0857947,0.05284052,2.7747605,0.59445584,-0.6504897,0.49595207,3.6439986,12.686892,1.6810384,0.53792524,1.0779202,hysets
hysets_01EO001,3.557712,0.4693253,0.35974503,1.0804769,0.049623545,2.682595,0.58021903,-0.6364264,0.4941177,3.5196228,12.521805,1.6518481,0.6201537,1.0893307,hysets
hysets_01FA001,2.4460373,0.4785868,0.3598049,1.0542265,0.045242984,2.6071997,0.5601643,-0.48284483,0.48536608,3.4542751,8.449286,1.6531705,0.8284072,1.0765601,hysets
hysets_01FB001,2.1489077,0.38623497,0.36830705,1.0560166,0.03483915,2.2590585,0.45660508,-0.39026478,0.5679603,4.0818033,8.771419,1.5765352,0.99293935,0.9599441,hysets
hysets_01FB003,3.1766486,0.4444403,0.36207402,1.0496576,0.041957565,2.4498224,0.5196441,-0.6210065,0.51536024,3.7043798,11.767513,1.6463758,0.54772484,1.0258237,hysets
hysets_01FF001,2.8820076,0.41223514,0.36989743,1.0455341,0.040862422,2.4065146,0.50568104,-0.5517769,0.54236656,3.823881,11.020453,1.5763382,0.76059467,0.9731787,hysets
hysets_01FG001,3.6534486,0.45992413,0.3617949,1.0537125,0.045653664,2.5737965,0.5526352,-0.6681889,0.50222474,3.5488474,12.965531,1.6322006,0.48187685,1.0325351,hysets
hysets_01FJ002,1.8904685,0.47113594,0.36604422,1.0935583,0.04880219,2.6426973,0.5659822,-0.39729637,0.48557922,3.689449,6.974787,1.738232,0.7450407,1.0713387,hysets
hysets_02AE001,5.316218,0.7483019,0.34494296,1.1099072,0.049075976,3.2969632,0.63908285,-0.68151486,0.36596513,2.2556741,11.991655,1.6879253,0.7408359,1.2362033,hysets
hysets_02BA005,5.5856805,0.7547111,0.35325307,1.1086309,0.05099247,3.4019887,0.6557153,-0.73391396,0.3515554,2.2664888,12.659882,1.7105441,0.5586199,1.2295307,hysets
hysets_02BC005,4.683572,0.623009,0.3070076,1.1236306,0.04914442,3.0335386,0.60670775,-0.6664593,0.4322881,2.6484094,12.404015,1.6499829,0.7328417,1.1556244,hysets
hysets_02BC006,4.6425385,0.6297468,0.3048817,1.1242138,0.048939083,3.028523,0.61047226,-0.6314879,0.4310876,2.6038084,12.088281,1.6397399,0.8658242,1.17211,hysets
hysets_02BF001,4.4797564,0.60924554,0.31899464,1.1094276,0.04510609,2.9589136,0.5816564,-0.64785504,0.4401266,2.7246263,12.205662,1.6599665,0.77675575,1.1713383,hysets
hysets_02BF002,4.4879165,0.62746733,0.3179696,1.111293,0.046475016,2.9923902,0.5921287,-0.6156798,0.4334798,2.6322052,11.813118,1.6516229,0.960478,1.1734055,hysets
hysets_02BF005,4.154841,0.56999934,0.31951508,1.1146711,0.045242984,2.9797873,0.575154,-0.6506579,0.46333998,2.9314826,12.179843,1.6709431,0.6929504,1.1455561,hysets
hysets_02BF006,4.1663694,0.5701436,0.31971106,1.1144781,0.045311432,2.9794254,0.57488024,-0.6528289,0.4629069,2.9296558,12.206027,1.6703244,0.68565106,1.1450156,hysets
hysets_02BF007,4.1528797,0.5699749,0.31947976,1.1146711,0.045242984,2.976975,0.57522243,-0.6502786,0.46340913,2.9317489,12.1752,1.6710232,0.6941679,1.1456964,hysets
hysets_02BF008,4.1264973,0.56962687,0.31904358,1.1156462,0.044900753,2.9671843,0.5755647,-0.64515626,0.46438017,2.9360082,12.115431,1.6724292,0.7120591,1.1468852,hysets
hysets_02BF009,4.1058874,0.5693999,0.31869626,1.116041,0.04476386,2.9644241,0.5760438,-0.6410199,0.465093,2.939293,12.068406,1.6736331,0.72696626,1.1477653,hysets
hysets_02CB003,5.1839776,0.68463284,0.3158942,1.1016394,0.045995895,3.0472279,0.6094456,-0.665496,0.39725062,2.3957145,12.419331,1.6401848,0.81751025,1.2186853,hysets
hysets_02CD006,4.059243,0.67368907,0.33050495,1.0827286,0.05106092,3.1234694,0.62854207,-0.59927905,0.39996746,2.590549,10.515668,1.7452245,0.88165486,1.2669408,hysets
hysets_02CF007,5.0895677,0.6810391,0.33660004,1.0961539,0.050718687,3.075294,0.6262149,-0.6798691,0.39366996,2.490284,12.67447,1.6959808,0.706073,1.2287467,hysets
hysets_02CF008,5.0632744,0.6809722,0.33665752,1.0952381,0.050376456,3.0752687,0.62642026,-0.67885756,0.39395556,2.4945462,12.630572,1.6987166,0.70703995,1.2288021,hysets
hysets_02CF011,5.1243997,0.68892914,0.32680097,1.095679,0.04859685,3.0204766,0.61587954,-0.6687179,0.3968951,2.4579399,12.595466,1.6933464,0.74673015,1.2360607,hysets
hysets_02CF012,4.637008,0.6982185,0.33878884,1.0992701,0.05154004,3.1076248,0.6304586,-0.64966285,0.38258937,2.4999323,11.592207,1.745499,0.778182,1.2491798,hysets
hysets_02DC012,5.218867,0.68487936,0.3268841,1.0822581,0.045927446,3.0088286,0.6065024,-0.67154545,0.40022266,2.4504373,12.788506,1.6782539,0.7558401,1.2211645,hysets
hysets_02DC013,4.6662526,0.6059625,0.3450359,1.0758294,0.04661191,2.926813,0.59397674,-0.6573934,0.44667345,2.8173437,13.146437,1.7072047,0.7619935,1.1589035,hysets
hysets_02FD003,1.7471055,0.6909644,0.3002483,1.0885122,0.039561942,2.7645588,0.5296372,-0.2937027,0.33219552,3.003056,5.246656,2.0750048,1.0152266,1.2505152,hysets
hysets_02HC013,1.5848622,0.78408986,0.30330363,1.1208152,0.052703626,3.117286,0.62580425,-0.21282783,0.27079368,2.661338,4.217854,2.0867283,1.0426115,1.2746369,hysets
hysets_02HC058,1.6218693,0.7945552,0.30356124,1.1190131,0.052772075,3.1361148,0.6276523,-0.22419491,0.26347917,2.6389842,4.2800875,2.0968187,1.0458219,1.2785224,hysets
hysets_02HE004,1.7238245,0.77592546,0.3026907,1.1038011,0.051676933,3.0297232,0.6069815,-0.28415924,0.2794695,2.9736948,5.126128,2.3073654,0.91736877,1.2861114,hysets
hysets_02JC008,4.9700766,0.6371591,0.32143712,1.0842788,0.045790553,2.9117842,0.5986995,-0.65132725,0.43404692,2.5254846,12.551852,1.6091355,0.8083084,1.1661739,hysets
hysets_02LC025,3.702221,0.50212175,0.3605842,1.0688623,0.048870638,2.8078964,0.57926077,-0.5918096,0.532171,3.3884997,12.544974,1.7014394,0.8490086,0.9778537,hysets
hysets_02NE011,4.060824,0.50336725,0.3321519,1.1062618,0.039904173,2.6570861,0.5505133,-0.59386617,0.55042326,3.0303738,12.305815,1.5253909,0.9237312,0.9965784,hysets
hysets_02NF003,3.7907965,0.5229775,0.3565403,1.0797228,0.042642027,2.7223701,0.5597536,-0.56449217,0.5195328,3.053132,11.573802,1.5967194,0.9725676,0.9832848,hysets
hysets_02OC019,3.9054084,0.5362811,0.3546612,1.1065183,0.047638603,2.8622875,0.5875428,-0.5967534,0.5083338,3.0804024,12.03023,1.6519617,0.84561974,1.0024402,hysets
hysets_02OE018,2.9290051,0.42218056,0.35626104,1.0938123,0.037508555,2.3919144,0.49000683,-0.54492223,0.6117835,3.7169137,10.88686,1.5692087,0.81694114,0.722819,hysets
hysets_02PC009,2.8741703,0.42116824,0.35534096,1.0932897,0.04572211,2.6702056,0.5508556,-0.49047202,0.6107679,3.7454114,10.76495,1.5774484,1.0241928,0.7751265,hysets
hysets_02PC017,2.8696992,0.41900027,0.35528803,1.0932897,0.04572211,2.6674411,0.55010265,-0.48899883,0.612756,3.7585783,10.78599,1.5748453,1.0288059,0.77100104,hysets
hysets_02PD002,2.7341933,0.37519485,0.4414057,1.0918919,0.04147844,2.4966488,0.5099247,-0.41510913,0.6539523,3.8677235,10.575104,1.45115,1.2119465,0.7206333,hysets
hysets_02PG006,3.780076,0.50401944,0.3635631,1.1116667,0.045653664,2.7337964,0.5658453,-0.6072802,0.53404033,3.2013216,12.101239,1.6135284,0.7730695,0.96167856,hysets
hysets_02PG022,3.9973373,0.52019644,0.36685985,1.116129,0.04736482,2.7697413,0.57138944,-0.6404207,0.51632124,3.158755,12.626609,1.6431732,0.6752918,1.0110453,hysets
hysets_02PJ027,3.7816167,0.4841058,0.36369124,1.1044776,0.045585215,2.6357615,0.5448323,-0.62432843,0.5499119,3.281061,12.407715,1.5883806,0.7447608,0.8947279,hysets
